# x y z u_s u_c u(t)
5.483870967742e-01 5.483870967742e-01 1.612903225806e-01 -1.811808133566e-03 -8.873936660842e-04 1.522210817078e-04
5.806451612903e-01 5.483870967742e-01 1.612903225806e-01 -1.281124366977e-03 -6.217725361134e-04 1.125511692650e-04
6.129032258065e-01 5.483870967742e-01 1.612903225806e-01 -1.522751331543e-04 -5.721220726371e-05 2.777172937600e-05
6.451612903226e-01 5.483870967742e-01 1.612903225806e-01 2.012072163101e-03 1.024933628966e-03 -1.350245997281e-04
6.774193548387e-01 5.483870967742e-01 1.612903225806e-01 5.914588001906e-03 2.975976174173e-03 -4.287037270174e-04
7.096774193548e-01 5.483870967742e-01 1.612903225806e-01 1.265690154218e-02 6.346701828499e-03 -9.361393003724e-04
7.419354838710e-01 5.483870967742e-01 1.612903225806e-01 2.392877999006e-02 1.198196213310e-02 -1.784439946233e-03
7.741935483871e-01 5.483870967742e-01 1.612903225806e-01 4.227162618234e-02 2.115242337756e-02 -3.164765219485e-03
8.064516129032e-01 5.483870967742e-01 1.612903225806e-01 7.144006714787e-02 3.573536255736e-02 -5.359517861004e-03
8.387096774194e-01 5.483870967742e-01 1.612903225806e-01 1.168914243785e-01 5.845940549073e-02 -8.779152428249e-03
8.709677419355e-01 5.483870967742e-01 1.612903225806e-01 1.864399868974e-01 9.323166828647e-02 -1.401137643552e-02
9.032258064516e-01 5.483870967742e-01 1.612903225806e-01 2.911212977821e-01 1.455699084238e-01 -2.188614332112e-02
9.354838709677e-01 5.483870967742e-01 1.612903225806e-01 4.463212073272e-01 2.231670633126e-01 -3.356055392165e-02
9.677419354839e-01 5.483870967742e-01 1.612903225806e-01 6.732355488025e-01 3.366211058445e-01 -5.062861790725e-02
1.000000000000e+00 5.483870967742e-01 1.612903225806e-01 1.000739685172e+00 5.003698425858e-01 -7.526183388054e-02
0.000000000000e+00 5.806451612903e-01 1.612903225806e-01 1.468688948337e-03 7.343444741686e-04 -1.104545220798e-04
3.225806451613e-02 5.806451612903e-01 1.612903225806e-01 1.153947508629e-03 5.785792222767e-04 -8.539958753118e-05
6.451612903226e-02 5.806451612903e-01 1.612903225806e-01 8.567018035416e-04 4.315436737719e-04 -6.167610388031e-05
9.677419354839e-02 5.806451612903e-01 1.612903225806e-01 5.791100868276e-04 2.943009071954e-04 -3.946022398357e-05
1.290322580645e-01 5.806451612903e-01 1.612903225806e-01 3.217966791327e-04 1.671497634036e-04 -1.881038625472e-05
1.612903225806e-01 5.806451612903e-01 1.612903225806e-01 8.425269070472e-05 4.982519500624e-05 3.025382253805e-07
1.935483870968e-01 5.806451612903e-01 1.612903225806e-01 -1.348327755540e-04 -5.833636806985e-05 1.797013370868e-05
2.258064516129e-01 5.806451612903e-01 1.612903225806e-01 -3.373158277526e-04 -1.582689882931e-04 3.432680987342e-05
2.580645161290e-01 5.806451612903e-01 1.612903225806e-01 -5.253932948050e-04 -2.510754111424e-04 4.953404716322e-05
2.903225806452e-01 5.806451612903e-01 1.612903225806e-01 -7.014065095911e-04 -3.379294190608e-04 6.376524135034e-05
3.225806451613e-01 5.806451612903e-01 1.612903225806e-01 -8.675737937659e-04 -4.199425391817e-04 7.718518347752e-05
3.548387096774e-01 5.806451612903e-01 1.612903225806e-01 -1.025506809415e-03 -4.979226767645e-04 8.991329189773e-05
3.870967741935e-01 5.806451612903e-01 1.612903225806e-01 -1.175255143245e-03 -5.718968556919e-04 1.019513724115e-04
4.193548387097e-01 5.806451612903e-01 1.612903225806e-01 -1.313448048839e-03 -6.401825330148e-04 1.130434833871e-04
4.516129032258e-01 5.806451612903e-01 1.612903225806e-01 -1.429837220397e-03 -6.976594311899e-04 1.224155468445e-04
4.838709677419e-01 5.806451612903e-01 1.612903225806e-01 -1.501158830669e-03 -7.327010114048e-04 1.283133438205e-04
5.161290322581e-01 5.806451612903e-01 1.612903225806e-01 -1.480689437902e-03 -7.219528951058e-04 1.272166501554e-04
5.483870967742e-01 5.806451612903e-01 1.612903225806e-01 -1.281124366977e-03 -6.217725361134e-04 1.125511692650e-04
5.806451612903e-01 5.806451612903e-01 1.612903225806e-01 -7.474067859475e-04 -3.546442457864e-04 7.264469024625e-05
6.129032258065e-01 5.806451612903e-01 1.612903225806e-01 3.851793803093e-04 2.117738779727e-04 -1.242499221919e-05
6.451612903226e-01 5.806451612903e-01 1.612903225806e-01 2.554038623383e-03 1.296164117107e-03 -1.755706251848e-04
6.774193548387e-01 5.806451612903e-01 1.612903225806e-01 6.461963035074e-03 3.249898418533e-03 -4.696673157642e-04
7.096774193548e-01 5.806451612903e-01 1.612903225806e-01 1.321076360186e-02 6.623853944023e-03 -9.776025175959e-04
7.419354838710e-01 5.806451612903e-01 1.612903225806e-01 2.449046207652e-02 1.226300926224e-02 -1.826504212584e-03
7.741935483871e-01 5.806451612903e-01 1.612903225806e-01 4.284280114103e-02 2.143820025230e-02 -3.207557801274e-03
8.064516129032e-01 5.806451612903e-01 1.612903225806e-01 7.202284232105e-02 3.602692075889e-02 -5.403199045642e-03
8.387096774194e-01 5.806451612903e-01 1.612903225806e-01 1.174884374370e-01 5.875806134176e-02 -8.823922751736e-03
8.709677419355e-01 5.806451612903e-01 1.612903225806e-01 1.870544879819e-01 9.353904396846e-02 -1.405748281965e-02
9.032258064516e-01 5.806451612903e-01 1.612903225806e-01 2.917571945594e-01 1.458879546536e-01 -2.193388233424e-02
9.354838709677e-01 5.806451612903e-01 1.612903225806e-01 4.469830396513e-01 2.234980469508e-01 -3.361026963310e-02
9.677419354839e-01 5.806451612903e-01 1.612903225806e-01 6.739283506053e-01 3.369675412646e-01 -5.068069113547e-02
1.000000000000e+00 5.806451612903e-01 1.612903225806e-01 1.001468688948e+00 5.007343444742e-01 -7.531665948800e-02
0.000000000000e+00 6.129032258065e-01 1.612903225806e-01 2.809978088035e-03 1.404989044018e-03 -2.113277880385e-04
3.225806451613e-02 6.129032258065e-01 1.612903225806e-01 2.446327048172e-03 1.224812316763e-03 -1.825571883565e-04
6.451612903226e-02 6.129032258065e-01 1.612903225806e-01 2.107859252885e-03 1.057206212135e-03 -1.556986333323e-04
9.677419354839e-02 6.129032258065e-01 1.612903225806e-01 1.796464152103e-03 9.030973763186e-04 -1.309098109975e-04
1.290322580645e-01 6.129032258065e-01 1.612903225806e-01 1.512102140389e-03 7.624515329495e-04 -1.082002236745e-04
1.612903225806e-01 6.129032258065e-01 1.612903225806e-01 1.253407605320e-03 6.345748326438e-04 -8.747669157232e-05
1.935483870968e-01 6.129032258065e-01 1.612903225806e-01 1.018163928040e-03 5.183509319383e-04 -6.857943909868e-05
2.258064516129e-01 6.129032258065e-01 1.612903225806e-01 8.036505066828e-04 4.124139638553e-04 -5.130865981725e-05
2.580645161290e-01 6.129032258065e-01 1.612903225806e-01 6.068966497305e-04 3.152749048524e-04 -3.544411071523e-05
2.903225806452e-01 6.129032258065e-01 1.612903225806e-01 4.248990209192e-04 2.254297254245e-04 -2.076195852643e-05
3.225806451613e-01 6.129032258065e-01 1.612903225806e-01 2.548922469035e-04 1.414941519586e-04 -7.055598464987e-06
3.548387096774e-01 6.129032258065e-01 1.612903225806e-01 9.482496135729e-05 6.244118211073e-05 5.828107391144e-06
3.870967741935e-01 6.129032258065e-01 1.612903225806e-01 -5.569772205967e-05 -1.192815503436e-05 1.791753954140e-05
4.193548387097e-01 6.129032258065e-01 1.612903225806e-01 -1.935706145737e-04 -8.006345788555e-05 2.897727763330e-05
4.516129032258e-01 6.129032258065e-01 1.612903225806e-01 -3.087453403963e-04 -1.369438454384e-04 3.824876986423e-05
4.838709677419e-01 6.129032258065e-01 1.612903225806e-01 -3.781046066958e-04 -1.710155453436e-04 4.398924937165e-05
5.161290322581e-01 6.129032258065e-01 1.612903225806e-01 -3.550276786990e-04 -1.589750967814e-04 4.268659195772e-05
5.483870967742e-01 6.129032258065e-01 1.612903225806e-01 -1.522751331543e-04 -5.721220726372e-05 2.777172937601e-05
5.806451612903e-01 6.129032258065e-01 1.612903225806e-01 3.851793803093e-04 2.117738779727e-04 -1.242499221919e-05
6.129032258065e-01 6.129032258065e-01 1.612903225806e-01 1.522057792723e-03 7.803282240044e-04 -9.782601588052e-05
6.451612903226e-01 6.129032258065e-01 1.612903225806e-01 3.695813254394e-03 1.867157593301e-03 -2.613476177444e-04
6.774193548387e-01 6.129032258065e-01 1.612903225806e-01 7.609341292721e-03 3.823685700817e-03 -5.558726406003e-04
7.096774193548e-01 6.129032258065e-01 1.612903225806e-01 1.436462888636e-02 7.200877633374e-03 -1.064301835055e-03
7.419354838710e-01 6.129032258065e-01 1.612903225806e-01 2.565196943301e-02 1.284384756997e-02 -1.913783795301e-03
7.741935483871e-01 6.129032258065e-01 1.612903225806e-01 4.401349938347e-02 2.202362790825e-02 -3.295533851268e-03
8.064516129032e-01 6.129032258065e-01 1.612903225806e-01 7.320482182548e-02 3.661798275793e-02 -5.492028938717e-03
8.387096774194e-01 6.129032258065e-01 1.612903225806e-01 1.186844956586e-01 5.935615558407e-02 -8.913817587380e-03
8.709677419355e-01 6.129032258065e-01 1.612903225806e-01 1.882682941622e-01 9.414600356731e-02 -1.414871984751e-02
9.032258064516e-01 6.129032258065e-01 1.612903225806e-01 2.929934208148e-01 1.465061135570e-01 -2.202681474611e-02
9.354838709677e-01 6.129032258065e-01 1.612903225806e-01 4.482474084768e-01 2.241302639470e-01 -3.370532991687e-02
9.677419354839e-01 6.129032258065e-01 1.612903225806e-01 6.752275325558e-01 3.376171492929e-01 -5.077838297435e-02
1.000000000000e+00 6.129032258065e-01 1.612903225806e-01 1.002809978088e+00 5.014049890440e-01 -7.541753275396e-02
0.000000000000e+00 6.451612903226e-01 1.612903225806e-01 5.200195221157e-03 2.600097610579e-03 -3.910869476651e-04
3.225806451613e-02 6.451612903226e-01 1.612903225806e-01 4.777604899793e-03 2.390484481236e-03 -3.578550859722e-04
6.451612903226e-02 6.451612903226e-01 1.612903225806e-01 4.390840983634e-03 2.198760219564e-03 -3.273385767232e-04
9.677419354839e-02 6.451612903226e-01 1.612903225806e-01 4.041047161905e-03 2.025476340417e-03 -2.996409631792e-04
1.290322580645e-01 6.451612903226e-01 1.612903225806e-01 3.726994433286e-03 1.870002749983e-03 -2.746832630830e-04
1.612903225806e-01 6.451612903226e-01 1.612903225806e-01 3.445961944803e-03 1.730967729969e-03 -2.522705885465e-04
1.935483870968e-01 6.451612903226e-01 1.612903225806e-01 3.194398934771e-03 1.606588219825e-03 -2.321425226156e-04
2.258064516129e-01 6.451612903226e-01 1.612903225806e-01 2.968378323161e-03 1.494895838390e-03 -2.140078991159e-04
2.580645161290e-01 6.451612903226e-01 1.612903225806e-01 2.763898423010e-03 1.393886980140e-03 -1.975681481183e-04
2.903225806452e-01 6.451612903226e-01 1.612903225806e-01 2.577110304871e-03 1.301635799409e-03 -1.825349970609e-04
3.225806451613e-01 6.451612903226e-01 1.612903225806e-01 2.404576449184e-03 1.216422914588e-03 -1.686504593565e-04
3.548387096774e-01 6.451612903226e-01 1.612903225806e-01 2.243724093685e-03 1.136961530816e-03 -1.557214040844e-04
3.870967741935e-01 6.451612903226e-01 1.612903225806e-01 2.093761521170e-03 1.062855088346e-03 -1.436888938108e-04
4.193548387097e-01 6.451612903226e-01 1.612903225806e-01 1.957496248963e-03 9.955058977152e-04 -1.327653200023e-04
4.516129032258e-01 6.451612903226e-01 1.612903225806e-01 1.844755717246e-03 9.398250408036e-04 -1.236920421206e-04
4.838709677419e-01 6.451612903226e-01 1.612903225806e-01 1.778494542940e-03 9.072855542206e-04 -1.181990734877e-04
5.161290322581e-01 6.451612903226e-01 1.612903225806e-01 1.805214894302e-03 9.211321603696e-04 -1.197891515362e-04
5.483870967742e-01 6.451612903226e-01 1.612903225806e-01 2.012072163101e-03 1.024933628966e-03 -1.350245997282e-04
5.806451612903e-01 6.451612903226e-01 1.612903225806e-01 2.554038623383e-03 1.296164117107e-03 -1.755706251848e-04
6.129032258065e-01 6.451612903226e-01 1.612903225806e-01 3.695813254394e-03 1.867157593301e-03 -2.613476177444e-04
6.451612903226e-01 6.451612903226e-01 1.612903225806e-01 5.874865435476e-03 2.956629234477e-03 -4.252728154216e-04
6.774193548387e-01 6.451612903226e-01 1.612903225806e-01 9.794162461493e-03 4.916038831772e-03 -7.202342924107e-04
7.096774193548e-01 6.451612903226e-01 1.612903225806e-01 1.655584463439e-02 8.296428181886e-03 -1.229144288586e-03
7.419354838710e-01 6.451612903226e-01 1.612903225806e-01 2.785047654627e-02 1.394304692369e-02 -2.079171912069e-03
7.741935483871e-01 6.451612903226e-01 1.612903225806e-01 4.622062915943e-02 2.312714434954e-02 -3.461565482078e-03
8.064516129032e-01 6.451612903226e-01 1.612903225806e-01 7.542255350261e-02 3.772680793268e-02 -5.658851186957e-03
8.387096774194e-01 6.451612903226e-01 1.612903225806e-01 1.209157151885e-01 6.047173365327e-02 -9.081646472485e-03
8.709677419355e-01 6.451612903226e-01 1.612903225806e-01 1.905170777193e-01 9.527037279391e-02 -1.431786177164e-02
9.032258064516e-01 6.451612903226e-01 1.612903225806e-01 2.952652993559e-01 1.476420385592e-01 -2.219768641325e-02
9.354838709677e-01 6.451612903226e-01 1.612903225806e-01 4.505495406230e-01 2.252813223422e-01 -3.387847115963e-02
9.677419354839e-01 6.451612903226e-01 1.612903225806e-01 6.775686844382e-01 3.387877221330e-01 -5.095445479683e-02
1.000000000000e+00 6.451612903226e-01 1.612903225806e-01 1.005200195221e+00 5.026000976106e-01 -7.559729191358e-02
0.000000000000e+00 6.774193548387e-01 1.612903225806e-01 9.338803237785e-03 4.669401618893e-03 -7.023359504372e-04
3.225806451613e-02 6.774193548387e-01 1.612903225806e-01 8.845728643391e-03 4.424567016593e-03 -6.637854154842e-04
6.451612903226e-02 6.774193548387e-01 1.612903225806e-01 8.402998288229e-03 4.204876314075e-03 -6.290454142015e-04
9.677419354839e-02 6.774193548387e-01 1.612903225806e-01 8.010254370817e-03 4.010127834852e-03 -5.981086776522e-04
1.290322580645e-01 6.774193548387e-01 1.612903225806e-01 7.664302941861e-03 3.838708002627e-03 -5.707493169478e-04
1.612903225806e-01 6.774193548387e-01 1.612903225806e-01 7.360371737227e-03 3.688219423597e-03 -5.466181394216e-04
1.935483870968e-01 6.774193548387e-01 1.612903225806e-01 7.093008994476e-03 3.555929229399e-03 -5.253111638549e-04
2.258064516129e-01 6.774193548387e-01 1.612903225806e-01 6.856654290066e-03 3.439053419344e-03 -5.064134791516e-04
2.580645161290e-01 6.774193548387e-01 1.612903225806e-01 6.645974496632e-03 3.334923863306e-03 -4.895253518153e-04
2.903225806452e-01 6.774193548387e-01 1.612903225806e-01 6.456076577987e-03 3.241093863399e-03 -4.742789502013e-04
3.225806451613e-01 6.774193548387e-01 1.612903225806e-01 6.282727938666e-03 3.155447630513e-03 -4.603555182743e-04
3.548387096774e-01 6.774193548387e-01 1.612903225806e-01 6.122763703051e-03 3.076403340037e-03 -4.475165089762e-04
3.870967741935e-01 6.774193548387e-01 1.612903225806e-01 5.974958200636e-03 3.003348374004e-03 -4.356695569108e-04
4.193548387097e-01 6.774193548387e-01 1.612903225806e-01 5.841803848545e-03 2.937528313731e-03 -4.250026481959e-04
4.516129032258e-01 6.774193548387e-01 1.612903225806e-01 5.732899378796e-03 2.883740628684e-03 -4.162393024646e-04
4.838709677419e-01 6.774193548387e-01 1.612903225806e-01 5.671031412758e-03 2.853375039990e-03 -4.110963103770e-04
5.161290322581e-01 6.774193548387e-01 1.612903225806e-01 5.702575435416e-03 2.869613568423e-03 -4.130663301076e-04
5.483870967742e-01 6.774193548387e-01 1.612903225806e-01 5.914588001906e-03 2.975976174173e-03 -4.287037270174e-04
5.806451612903e-01 6.774193548387e-01 1.612903225806e-01 6.461963035074e-03 3.249898418533e-03 -4.696673157642e-04
6.129032258065e-01 6.774193548387e-01 1.612903225806e-01 7.609341292721e-03 3.823685700817e-03 -5.558726406003e-04
6.451612903226e-01 6.774193548387e-01 1.612903225806e-01 9.794162461493e-03 4.916038831772e-03 -7.202342924107e-04
6.774193548387e-01 6.774193548387e-01 1.612903225806e-01 1.371941240412e-02 6.878427266669e-03 -1.015641413955e-03
7.096774193548e-01 6.774193548387e-01 1.612903225806e-01 2.048733244245e-02 1.026194353826e-02 -1.525013647461e-03
7.419354838710e-01 6.774193548387e-01 1.612903225806e-01 3.178872220175e-02 1.591195480734e-02 -2.375537772388e-03
7.741935483871e-01 6.774193548387e-01 1.612903225806e-01 5.016659177026e-02 2.509992964283e-02 -3.758495379940e-03
8.064516129032e-01 6.774193548387e-01 1.612903225806e-01 7.937792082888e-02 3.970431920591e-02 -5.956468007883e-03
8.387096774194e-01 6.774193548387e-01 1.612903225806e-01 1.248832830294e-01 6.245537248226e-02 -9.380157307869e-03
8.709677419355e-01 6.774193548387e-01 1.612903225806e-01 1.945012012789e-01 9.726231911126e-02 -1.461759215011e-02
9.032258064516e-01 6.774193548387e-01 1.612903225806e-01 2.992723623341e-01 1.496454850183e-01 -2.249911573585e-02
9.354838709677e-01 6.774193548387e-01 1.612903225806e-01 4.545883389308e-01 2.273006662782e-01 -3.418226146842e-02
9.677419354839e-01 6.774193548387e-01 1.612903225806e-01 6.816505708600e-01 3.408286384204e-01 -5.126146120031e-02
1.000000000000e+00 6.774193548387e-01 1.612903225806e-01 1.009338803238e+00 5.046694016189e-01 -7.590854091635e-02
0.000000000000e+00 7.096774193548e-01 1.612903225806e-01 1.632043958375e-02 8.160219791875e-03 -1.227398324469e-03
3.225806451613e-02 7.096774193548e-01 1.612903225806e-01 1.574415566981e-02 7.873785306658e-03 -1.182585813202e-03
6.451612903226e-02 7.096774193548e-01 1.612903225806e-01 1.523772116320e-02 7.622242851878e-03 -1.143054585521e-03
9.677419354839e-02 7.096774193548e-01 1.612903225806e-01 1.479811398459e-02 7.404056037990e-03 -1.108599221988e-03
1.290322580645e-01 7.096774193548e-01 1.612903225806e-01 1.441905478420e-02 7.216067804765e-03 -1.078762468245e-03
1.612903225806e-01 7.096774193548e-01 1.612903225806e-01 1.409277072192e-02 7.054380887228e-03 -1.052969110256e-03
1.935483870968e-01 7.096774193548e-01 1.612903225806e-01 1.381118322475e-02 6.914950116298e-03 -1.030616661873e-03
2.258064516129e-01 7.096774193548e-01 1.612903225806e-01 1.356659048896e-02 6.793922212462e-03 -1.011127949957e-03
2.580645161290e-01 7.096774193548e-01 1.612903225806e-01 1.335200073913e-02 6.687801192162e-03 -9.939772322584e-04
2.903225806452e-01 7.096774193548e-01 1.612903225806e-01 1.316128397434e-02 6.593523266601e-03 -9.787024498366e-04
3.225806451613e-01 7.096774193548e-01 1.612903225806e-01 1.298931115240e-02 6.508525674362e-03 -9.649163494905e-04
3.548387096774e-01 7.096774193548e-01 1.612903225806e-01 1.283228154963e-02 6.430909765164e-03 -9.523316172993e-04
3.870967741935e-01 7.096774193548e-01 1.612903225806e-01 1.268852513002e-02 6.359841699372e-03 -9.408216400677e-04
4.193548387097e-01 7.096774193548e-01 1.612903225806e-01 1.256022561569e-02 6.296413563347e-03 -9.305504529694e-04
4.516129032258e-01 7.096774193548e-01 1.612903225806e-01 1.245676527646e-02 6.245315372473e-03 -9.222246262979e-04
4.838709677419e-01 7.096774193548e-01 1.612903225806e-01 1.240077335847e-02 6.217858893347e-03 -9.175484829636e-04
5.161290322581e-01 7.096774193548e-01 1.612903225806e-01 1.243850219913e-02 6.237165288488e-03 -9.200048026657e-04
5.483870967742e-01 7.096774193548e-01 1.612903225806e-01 1.265690154218e-02 6.346701828499e-03 -9.361393003724e-04
5.806451612903e-01 7.096774193548e-01 1.612903225806e-01 1.321076360186e-02 6.623853944023e-03 -9.776025175959e-04
6.129032258065e-01 7.096774193548e-01 1.612903225806e-01 1.436462888636e-02 7.200877633374e-03 -1.064301835055e-03
6.451612903226e-01 7.096774193548e-01 1.612903225806e-01 1.655584463439e-02 8.296428181886e-03 -1.229144288586e-03
6.774193548387e-01 7.096774193548e-01 1.612903225806e-01 2.048733244245e-02 1.026194353826e-02 -1.525013647461e-03
7.096774193548e-01 7.096774193548e-01 1.612903225806e-01 2.726133766513e-02 1.364851873539e-02 -2.034829440013e-03
7.419354838710e-01 7.096774193548e-01 1.612903225806e-01 3.856879889448e-02 1.930159066437e-02 -2.885788683974e-03
7.741935483871e-01 7.096774193548e-01 1.612903225806e-01 5.695309936448e-02 2.849281436567e-02 -4.269201120777e-03
8.064516129032e-01 7.096774193548e-01 1.612903225806e-01 8.617195952962e-02 4.310101082578e-02 -6.467704483155e-03
8.387096774194e-01 7.096774193548e-01 1.612903225806e-01 1.316872197906e-01 6.585706130108e-02 -9.892096641880e-03
8.709677419355e-01 7.096774193548e-01 1.612903225806e-01 2.013193505185e-01 1.006711675128e-01 -1.513055435155e-02
9.032258064516e-01 7.096774193548e-01 1.612903225806e-01 3.061117624076e-01 1.530650152927e-01 -2.301362744885e-02
9.354838709677e-01 7.096774193548e-01 1.612903225806e-01 4.614594833296e-01 2.307361261414e-01 -3.469911103210e-02
9.677419354839e-01 7.096774193548e-01 1.612903225806e-01 6.885678621418e-01 3.442872284583e-01 -5.178173237375e-02
1.000000000000e+00 7.096774193548e-01 1.612903225806e-01 1.016320439584e+00 5.081602197919e-01 -7.643360329039e-02
0.000000000000e+00 7.419354838710e-01 1.612903225806e-01 2.782234368210e-02 1.391117184105e-02 -2.092412881588e-03
3.225806451613e-02 7.419354838710e-01 1.612903225806e-01 2.714972252283e-02 1.357655330272e-02 -2.040368517671e-03
6.451612903226e-02 7.419354838710e-01 1.612903225806e-01 2.657274417034e-02 1.328971851329e-02 -1.995549556455e-03
9.677419354839e-02 7.419354838710e-01 1.612903225806e-01 2.608396438504e-02 1.304691743174e-02 -1.957420221945e-03
1.290322580645e-01 7.419354838710e-01 1.612903225806e-01 2.567242781618e-02 1.284265460001e-02 -1.925171938121e-03
1.612903225806e-01 7.419354838710e-01 1.612903225806e-01 2.532610153840e-02 1.267090363993e-02 -1.897908304650e-03
1.935483870968e-01 7.419354838710e-01 1.612903225806e-01 2.503339177660e-02 1.252586336070e-02 -1.874761108486e-03
2.258064516129e-01 7.419354838710e-01 1.612903225806e-01 2.478389388079e-02 1.240233083171e-02 -1.854948377601e-03
2.580645161290e-01 7.419354838710e-01 1.612903225806e-01 2.456864239422e-02 1.229582493183e-02 -1.837794468081e-03
2.903225806452e-01 7.419354838710e-01 1.612903225806e-01 2.438012039518e-02 1.220258992636e-02 -1.822731709954e-03
3.225806451613e-01 7.419354838710e-01 1.612903225806e-01 2.421225254275e-02 1.211959120005e-02 -1.809300565305e-03
3.548387096774e-01 7.419354838710e-01 1.612903225806e-01 2.406060738572e-02 1.204461583403e-02 -1.797165341221e-03
3.870967741935e-01 7.419354838710e-01 1.612903225806e-01 2.392310200518e-02 1.197662448335e-02 -1.786167565897e-03
4.193548387097e-01 7.419354838710e-01 1.612903225806e-01 2.380165210384e-02 1.191657605083e-02 -1.776450405353e-03
4.516129032258e-01 7.419354838710e-01 1.612903225806e-01 2.370546316582e-02 1.186907292374e-02 -1.768706475063e-03
4.838709677419e-01 7.419354838710e-01 1.612903225806e-01 2.365703928756e-02 1.184536504077e-02 -1.764630041810e-03
5.161290322581e-01 7.419354838710e-01 1.612903225806e-01 2.370252957841e-02 1.186852271569e-02 -1.767695461984e-03
5.483870967742e-01 7.419354838710e-01 1.612903225806e-01 2.392877999006e-02 1.198196213310e-02 -1.784439946233e-03
5.806451612903e-01 7.419354838710e-01 1.612903225806e-01 2.449046207652e-02 1.226300926224e-02 -1.826504212584e-03
6.129032258065e-01 7.419354838710e-01 1.612903225806e-01 2.565196943301e-02 1.284384756997e-02 -1.913783795301e-03
6.451612903226e-01 7.419354838710e-01 1.612903225806e-01 2.785047654627e-02 1.394304692369e-02 -2.079171912069e-03
6.774193548387e-01 7.419354838710e-01 1.612903225806e-01 3.178872220175e-02 1.591195480734e-02 -2.375537772388e-03
7.096774193548e-01 7.419354838710e-01 1.612903225806e-01 3.856879889448e-02 1.930159066437e-02 -2.885788683974e-03
7.419354838710e-01 7.419354838710e-01 1.612903225806e-01 4.988159895719e-02 2.495736887579e-02 -3.737117651294e-03
7.741935483871e-01 7.419354838710e-01 1.612903225806e-01 6.827069407071e-02 3.415103894820e-02 -5.120848378856e-03
8.064516129032e-01 7.419354838710e-01 1.612903225806e-01 9.749442018552e-02 4.876172930306e-02 -7.319665158454e-03
8.387096774194e-01 7.419354838710e-01 1.612903225806e-01 1.430159172717e-01 7.152096994464e-02 -1.074446449061e-02
8.709677419355e-01 7.419354838710e-01 1.612903225806e-01 2.126579319231e-01 1.063400988505e-01 -1.598359591558e-02
9.032258064516e-01 7.419354838710e-01 1.612903225806e-01 3.174673768740e-01 1.587425502724e-01 -2.386787488722e-02
9.354838709677e-01 7.419354838710e-01 1.612903225806e-01 4.728440768040e-01 2.364282411195e-01 -3.555545983664e-02
9.677419354839e-01 7.419354838710e-01 1.612903225806e-01 6.999991930553e-01 3.500028033493e-01 -5.264151748609e-02
1.000000000000e+00 7.419354838710e-01 1.612903225806e-01 1.027822343682e+00 5.139111718410e-01 -7.729861784750e-02
0.000000000000e+00 7.741935483871e-01 1.612903225806e-01 4.636546048874e-02 2.318273024437e-02 -3.486970324855e-03
3.225806451613e-02 7.741935483871e-01 1.612903225806e-01 4.558448063468e-02 2.279389120522e-02 -3.426812202101e-03
6.451612903226e-02 7.741935483871e-01 1.612903225806e-01 4.493266475948e-02 2.246959113665e-02 -3.376405107987e-03
9.677419354839e-02 7.741935483871e-01 1.612903225806e-01 4.439551137316e-02 2.220254903031e-02 -3.334684537135e-03
1.290322580645e-01 7.741935483871e-01 1.612903225806e-01 4.395516813232e-02 2.198382113837e-02 -3.300323038798e-03
1.612903225806e-01 7.741935483871e-01 1.612903225806e-01 4.359373135368e-02 2.180444727552e-02 -3.271981339795e-03
1.935483870968e-01 7.741935483871e-01 1.612903225806e-01 4.329508146821e-02 2.165636543425e-02 -3.248449065439e-03
2.258064516129e-01 7.741935483871e-01 1.612903225806e-01 4.304557111341e-02 2.153275340598e-02 -3.228698579489e-03
2.580645161290e-01 7.741935483871e-01 1.612903225806e-01 4.283403377697e-02 2.142803137703e-02 -3.211887122410e-03
2.903225806452e-01 7.741935483871e-01 1.612903225806e-01 4.265151840525e-02 2.133772806836e-02 -3.197337856493e-03
3.225806451613e-01 7.741935483871e-01 1.612903225806e-01 4.249104651137e-02 2.125835851924e-02 -3.184522263156e-03
3.548387096774e-01 7.741935483871e-01 1.612903225806e-01 4.234763647570e-02 2.118743571862e-02 -3.173062417952e-03
3.870967741935e-01 7.741935483871e-01 1.612903225806e-01 4.221888230969e-02 2.112375961363e-02 -3.162774839181e-03
4.193548387097e-01 7.741935483871e-01 1.612903225806e-01 4.210651693640e-02 2.106819844801e-02 -3.153788316583e-03
4.516129032258e-01 7.741935483871e-01 1.612903225806e-01 4.201964316785e-02 2.102530397001e-02 -3.146787142964e-03
4.838709677419e-01 7.741935483871e-01 1.612903225806e-01 4.198069937739e-02 2.100629397444e-02 -3.143460023491e-03
5.161290322581e-01 7.741935483871e-01 1.612903225806e-01 4.203577309206e-02 2.103420876740e-02 -3.147276007539e-03
5.483870967742e-01 7.741935483871e-01 1.612903225806e-01 4.227162618234e-02 2.115242337756e-02 -3.164765219485e-03
5.806451612903e-01 7.741935483871e-01 1.612903225806e-01 4.284280114103e-02 2.143820025230e-02 -3.207557801274e-03
6.129032258065e-01 7.741935483871e-01 1.612903225806e-01 4.401349938347e-02 2.202362790825e-02 -3.295533851268e-03
6.451612903226e-01 7.741935483871e-01 1.612903225806e-01 4.622062915943e-02 2.312714434954e-02 -3.461565482078e-03
